iter	Passed	Remaining
1647	10756	7225
1648	10762	7218
1649	10769	7212
1650	10775	7205
1651	10781	7198
1652	10787	7191
1653	10794	7185
1654	10801	7179
1655	10807	7172
1656	10814	7166
1657	10821	7159
1658	10828	7153
1659	10834	7146
1660	10841	7140
1661	10847	7133
1662	10854	7127
1663	10860	7120
1664	10867	7114
1665	10873	7107
1666	10879	7100
1667	10886	7094
1668	10892	7087
1669	10899	7081
1670	10905	7074
1671	10912	7068
1672	10919	7062
1673	10926	7055
1674	10932	7048
1675	10938	7042
1676	10945	7036
1677	10952	7029
1678	10959	7023
1679	10965	7016
1680	10972	7010
1681	10978	7003
1682	10985	6997
1683	10991	6990
1684	10998	6983
1685	11004	6977
1686	11011	6970
1687	11017	6964
1688	11023	6957
1689	11030	6951
1690	11037	6944
1691	11043	6938
1692	11050	6931
1693	11056	6925
1694	11063	6918
1695	11070	6912
1696	11076	6905
1697	11083	6899
1698	11089	6892
1699	11096	6886
1700	11103	6880
1701	11109	6873
1702	11116	6866
1703	11122	6860
1704	11128	6853
1705	11134	6846
1706	11141	6840
1707	11147	6833
1708	11154	6827
1709	11161	6820
1710	11167	6814
1711	11174	6807
1712	11181	6801
1713	11187	6794
1714	11194	6788
1715	11200	6781
1716	11207	6775
1717	11214	6769
1718	11220	6762
1719	11226	6755
1720	11233	6749
1721	11240	6742
1722	11246	6736
1723	11253	6729
1724	11260	6723
1725	11266	6716
1726	11273	6710
1727	11279	6703
1728	11286	6697
1729	11293	6690
1730	11299	6684
1731	11306	6677
1732	11312	6671
1733	11319	6664
1734	11326	6658
1735	11332	6652
1736	11339	6645
1737	11346	6639
1738	11352	6632
1739	11359	6626
1740	11365	6619
1741	11372	6613
1742	11378	6606
1743	11385	6600
1744	11392	6593
1745	11398	6587
1746	11405	6580
1747	11412	6574
1748	11418	6567
1749	11425	6561
1750	11431	6554
1751	11437	6548
1752	11444	6541
1753	11450	6535
1754	11457	6528
1755	11464	6521
1756	11470	6515
1757	11476	6508
1758	11483	6502
1759	11489	6495
1760	11496	6489
1761	11502	6482
1762	11509	6475
1763	11515	6469
1764	11522	6462
1765	11529	6456
1766	11535	6449
1767	11541	6443
1768	11548	6436
1769	11555	6430
1770	11561	6423
1771	11567	6417
1772	11574	6410
1773	11581	6404
1774	11587	6397
1775	11594	6391
1776	11600	6384
1777	11607	6378
1778	11614	6371
1779	11620	6365
1780	11627	6358
1781	11633	6352
1782	11640	6345
1783	11646	6339
1784	11653	6332
1785	11660	6326
1786	11666	6319
1787	11673	6313
1788	11679	6306
1789	11686	6300
1790	11693	6293
1791	11699	6287
1792	11706	6280
1793	11712	6274
1794	11719	6267
1795	11725	6261
1796	11731	6254
1797	11738	6247
1798	11745	6241
1799	11751	6234
1800	11758	6228
1801	11765	6222
1802	11772	6215
1803	11778	6209
1804	11785	6202
1805	11791	6196
1806	11798	6189
1807	11804	6183
1808	11811	6176
1809	11818	6170
1810	11824	6163
1811	11831	6157
1812	11838	6150
1813	11844	6144
1814	11851	6137
1815	11857	6131
1816	11864	6124
1817	11870	6118
1818	11877	6111
1819	11883	6105
1820	11890	6098
1821	11897	6092
1822	11903	6085
1823	11910	6079
1824	11916	6072
1825	11923	6066
1826	11930	6059
1827	11936	6053
1828	11943	6046
1829	11949	6040
1830	11956	6033
1831	11962	6026
1832	11969	6020
1833	11975	6013
1834	11982	6007
1835	11988	6001
1836	11995	5994
1837	12002	5988
1838	12008	5981
1839	12014	5974
1840	12021	5968
1841	12027	5961
1842	12034	5955
1843	12040	5948
1844	12047	5942
1845	12054	5935
1846	12060	5929
1847	12067	5922
1848	12073	5915
1849	12079	5909
1850	12086	5902
1851	12093	5896
1852	12099	5889
1853	12106	5883
1854	12113	5877
1855	12119	5870
1856	12126	5864
1857	12133	5857
1858	12139	5851
1859	12146	5844
1860	12153	5838
1861	12159	5831
1862	12167	5825
1863	12173	5818
1864	12180	5812
1865	12186	5806
1866	12193	5799
1867	12200	5793
1868	12206	5786
1869	12213	5780
1870	12220	5773
1871	12226	5767
1872	12232	5760
1873	12238	5753
1874	12245	5747
1875	12251	5740
1876	12258	5734
1877	12265	5727
1878	12271	5721
1879	12277	5714
1880	12284	5708
1881	12291	5701
1882	12297	5694
1883	12304	5688
1884	12310	5681
1885	12317	5675
1886	12324	5669
1887	12331	5662
1888	12337	5656
1889	12344	5649
1890	12350	5642
1891	12356	5636
1892	12363	5629
1893	12370	5623
1894	12376	5616
1895	12383	5610
1896	12390	5604
1897	12396	5597
1898	12403	5590
1899	12409	5584
1900	12416	5577
1901	12422	5571
1902	12429	5564
1903	12436	5558
1904	12442	5551
1905	12449	5545
1906	12456	5539
1907	12462	5532
1908	12469	5526
1909	12476	5519
1910	12482	5513
1911	12489	5506
1912	12496	5500
1913	12502	5493
1914	12510	5487
1915	12516	5480
1916	12523	5474
1917	12529	5467
1918	12536	5461
1919	12543	5454
1920	12549	5448
1921	12556	5441
1922	12562	5435
1923	12569	5428
1924	12575	5422
1925	12582	5415
1926	12588	5409
1927	12595	5402
1928	12601	5395
1929	12607	5389
1930	12614	5382
1931	12620	5376
1932	12627	5369
1933	12634	5363
1934	12640	5356
1935	12647	5350
1936	12653	5343
1937	12660	5337
1938	12666	5330
1939	12673	5324
1940	12680	5317
1941	12686	5311
1942	12693	5304
1943	12699	5298
1944	12706	5291
1945	12713	5285
1946	12719	5278
1947	12726	5272
1948	12732	5265
1949	12739	5259
1950	12746	5252
1951	12752	5246
1952	12759	5239
1953	12766	5233
1954	12772	5226
1955	12779	5220
1956	12785	5213
1957	12792	5207
1958	12798	5200
1959	12805	5194
1960	12811	5187
1961	12818	5180
1962	12824	5174
1963	12831	5167
1964	12838	5161
1965	12844	5154
1966	12851	5148
1967	12858	5141
1968	12864	5135
1969	12870	5128
1970	12877	5122
1971	12883	5115
1972	12890	5109
1973	12897	5102
1974	12902	5095
1975	12909	5089
1976	12916	5082
1977	12922	5076
1978	12929	5069
1979	12936	5063
1980	12942	5056
1981	12949	5050
1982	12956	5043
1983	12962	5037
1984	12969	5030
1985	12975	5024
1986	12982	5017
1987	12988	5011
1988	12995	5004
1989	13002	4998
1990	13008	4991
1991	13014	4985
1992	13021	4978
1993	13027	4971
1994	13034	4965
1995	13040	4958
1996	13047	4952
1997	13053	4945
1998	13060	4939
1999	13066	4932
2000	13073	4926
2001	13080	4919
2002	13086	4913
2003	13093	4906
2004	13100	4900
2005	13106	4893
2006	13113	4887
2007	13120	4880
2008	13126	4874
2009	13133	4867
2010	13140	4861
2011	13147	4855
2012	13153	4848
2013	13160	4841
2014	13167	4835
2015	13173	4828
2016	13179	4822
2017	13186	4815
2018	13193	4809
2019	13199	4802
2020	13206	4796
2021	13212	4789
2022	13219	4783
2023	13225	4776
2024	13232	4770
2025	13239	4763
2026	13245	4757
2027	13252	4750
2028	13258	4744
2029	13265	4737
2030	13272	4731
2031	13278	4724
2032	13285	4718
2033	13291	4711
2034	13298	4705
2035	13305	4698
2036	13311	4692
2037	13317	4685
2038	13324	4678
2039	13331	4672
2040	13338	4666
2041	13344	4659
2042	13350	4652
2043	13357	4646
2044	13363	4639
2045	13370	4633
2046	13377	4626
2047	13383	4620
2048	13390	4613
2049	13397	4607
2050	13403	4600
2051	13409	4594
2052	13416	4587
2053	13423	4581
2054	13430	4574
2055	13436	4568
2056	13443	4561
2057	13450	4555
2058	13456	4548
2059	13463	4542
2060	13470	4535
2061	13477	4529
2062	13484	4523
2063	13490	4516
2064	13497	4510
2065	13503	4503
2066	13510	4496
2067	13517	4490
2068	13523	4483
2069	13529	4477
2070	13536	4470
2071	13542	4464
2072	13549	4457
2073	13555	4451
2074	13562	4444
2075	13569	4438
2076	13575	4431
2077	13582	4425
2078	13588	4418
2079	13595	4411
2080	13601	4405
2081	13608	4398
2082	13615	4392
2083	13621	4385
2084	13628	4379
2085	13635	4372
2086	13641	4366
2087	13647	4359
2088	13654	4353
2089	13660	4346
2090	13667	4340
2091	13674	4333
2092	13680	4327
2093	13687	4320
2094	13693	4314
2095	13700	4307
2096	13707	4301
2097	13713	4294
2098	13720	4288
2099	13726	4281
2100	13733	4274
2101	13739	4268
2102	13746	4262
2103	13753	4255
2104	13760	4249
2105	13766	4242
2106	13773	4235
2107	13779	4229
2108	13786	4222
2109	13792	4216
2110	13799	4209
2111	13806	4203
2112	13812	4196
2113	13819	4190
2114	13825	4183
2115	13832	4177
2116	13839	4170
2117	13845	4164
2118	13852	4157
2119	13859	4151
2120	13865	4144
2121	13871	4138
2122	13878	4131
2123	13884	4124
2124	13891	4118
2125	13898	4111
2126	13904	4105
2127	13911	4098
2128	13918	4092
2129	13925	4086
2130	13931	4079
2131	13938	4073
2132	13945	4066
2133	13951	4060
2134	13958	4053
2135	13964	4046
2136	13971	4040
2137	13978	4034
2138	13985	4027
2139	13991	4021
2140	13998	4014
2141	14004	4007
2142	14011	4001
2143	14017	3994
2144	14024	3988
2145	14030	3981
2146	14037	3975
2147	14043	3968
2148	14050	3962
2149	14056	3955
2150	14063	3949
2151	14069	3942
2152	14076	3935
2153	14082	3929
2154	14089	3922
2155	14095	3916
2156	14102	3909
2157	14108	3903
2158	14114	3896
2159	14121	3889
2160	14127	3883
2161	14134	3876
2162	14140	3870
2163	14146	3863
2164	14153	3857
2165	14159	3850
2166	14166	3843
2167	14172	3837
2168	14179	3830
2169	14186	3824
2170	14192	3817
2171	14199	3811
2172	14205	3804
2173	14212	3798
2174	14218	3791
2175	14225	3785
2176	14231	3778
2177	14238	3772
2178	14245	3765
2179	14251	3759
2180	14258	3752
2181	14265	3746
2182	14272	3739
2183	14279	3733
2184	14285	3726
2185	14292	3720
2186	14298	3713
2187	14305	3707
2188	14312	3700
2189	14318	3694
2190	14325	3687
2191	14331	3681
2192	14337	3674
2193	14344	3667
2194	14351	3661
2195	14357	3654
2196	14364	3648
2197	14371	3641
2198	14377	3635
2199	14383	3628
2200	14390	3622
2201	14396	3615
2202	14402	3608
2203	14408	3602
2204	14415	3595
2205	14422	3589
2206	14428	3582
2207	14435	3576
2208	14441	3569
2209	14448	3563
2210	14455	3556
2211	14461	3549
2212	14468	3543
2213	14474	3536
2214	14481	3530
2215	14487	3523
2216	14493	3517
2217	14500	3510
2218	14506	3504
2219	14513	3497
2220	14520	3491
2221	14526	3484
2222	14533	3478
2223	14539	3471
2224	14546	3465
2225	14553	3458
2226	14560	3452
2227	14566	3445
2228	14573	3439
2229	14580	3432
2230	14586	3426
2231	14593	3419
2232	14600	3413
2233	14607	3406
2234	14614	3400
2235	14620	3393
2236	14626	3386
2237	14633	3380
2238	14640	3373
2239	14646	3367
2240	14652	3360
2241	14659	3354
2242	14666	3347
2243	14672	3341
2244	14679	3334
2245	14685	3328
2246	14692	3321
2247	14698	3315
2248	14705	3308
2249	14711	3301
2250	14718	3295
2251	14724	3288
2252	14731	3282
2253	14737	3275
2254	14743	3269
2255	14750	3262
2256	14756	3255
2257	14762	3249
2258	14769	3242
2259	14775	3236
2260	14782	3229
2261	14789	3223
2262	14795	3216
2263	14802	3210
2264	14809	3203
2265	14815	3197
2266	14822	3190
2267	14829	3184
2268	14835	3177
2269	14842	3171
2270	14849	3164
2271	14855	3158
2272	14862	3151
2273	14869	3145
2274	14875	3138
2275	14882	3132
2276	14888	3125
2277	14894	3118
2278	14901	3112
2279	14908	3105
2280	14914	3099
2281	14920	3092
2282	14927	3086
2283	14934	3079
2284	14940	3073
2285	14947	3066
2286	14953	3060
2287	14960	3053
2288	14968	3047
2289	14974	3040
2290	14981	3034
2291	14988	3027
2292	14995	3021
2293	15002	3014
2294	15008	3008
2295	15014	3001
2296	15021	2995
2297	15028	2988
2298	15034	2982
2299	15041	2975
2300	15047	2969
2301	15054	2962
2302	15060	2955
2303	15067	2949
2304	15073	2942
2305	15080	2936
2306	15086	2929
2307	15093	2923
2308	15100	2916
2309	15106	2910
2310	15112	2903
2311	15119	2896
2312	15126	2890
2313	15132	2883
2314	15139	2877
2315	15145	2870
2316	15152	2864
2317	15158	2857
2318	15164	2851
2319	15171	2844
2320	15178	2838
2321	15185	2831
2322	15191	2825
2323	15198	2818
2324	15204	2812
2325	15211	2805
2326	15217	2799
2327	15224	2792
2328	15231	2785
2329	15237	2779
2330	15244	2772
2331	15251	2766
2332	15257	2759
2333	15263	2753
2334	15270	2746
2335	15276	2740
2336	15283	2733
2337	15290	2727
2338	15296	2720
2339	15303	2714
2340	15309	2707
2341	15315	2700
2342	15322	2694
2343	15328	2687
2344	15335	2681
2345	15341	2674
2346	15347	2668
2347	15354	2661
2348	15361	2655
2349	15368	2648
2350	15374	2642
2351	15381	2635
2352	15387	2628
2353	15394	2622
2354	15400	2615
2355	15407	2609
2356	15414	2602
2357	15420	2596
2358	15427	2589
2359	15433	2583
2360	15439	2576
2361	15446	2570
2362	15453	2563
2363	15459	2557
2364	15466	2550
2365	15472	2543
2366	15478	2537
2367	15485	2530
2368	15491	2524
2369	15498	2517
2370	15505	2511
2371	15511	2504
2372	15517	2497
2373	15523	2491
2374	15529	2484
2375	15536	2478
2376	15543	2471
2377	15549	2465
2378	15556	2458
2379	15563	2452
2380	15569	2445
2381	15576	2439
2382	15582	2432
2383	15589	2426
2384	15595	2419
2385	15602	2412
2386	15609	2406
2387	15615	2399
2388	15622	2393
2389	15628	2386
2390	15635	2380
2391	15642	2373
2392	15648	2367
2393	15655	2360
2394	15661	2354
2395	15668	2347
2396	15674	2341
2397	15681	2334
2398	15688	2328
2399	15694	2321
2400	15701	2315
2401	15708	2308
2402	15715	2301
2403	15721	2295
2404	15727	2288
2405	15734	2282
2406	15741	2275
2407	15748	2269
2408	15754	2262
2409	15761	2256
2410	15768	2249
2411	15775	2243
2412	15782	2236
2413	15789	2230
2414	15795	2223
2415	15802	2217
2416	15809	2210
2417	15815	2204
2418	15822	2197
2419	15829	2191
2420	15835	2184
2421	15842	2178
2422	15849	2171
2423	15855	2165
2424	15862	2158
2425	15868	2152
2426	15875	2145
2427	15882	2138
2428	15888	2132
2429	15895	2125
2430	15902	2119
2431	15908	2112
2432	15915	2106
2433	15922	2099
2434	15928	2093
2435	15935	2086
2436	15942	2080
2437	15948	2073
2438	15955	2067
2439	15962	2060
2440	15969	2054
2441	15975	2047
2442	15982	2041
2443	15989	2034
2444	15995	2028
2445	16002	2021
2446	16008	2015
2447	16015	2008
2448	16022	2001
2449	16028	1995
2450	16035	1988
2451	16041	1982
2452	16048	1975
2453	16054	1969
2454	16061	1962
2455	16067	1956
2456	16074	1949
2457	16081	1943
2458	16087	1936
2459	16094	1930
2460	16100	1923
2461	16107	1916
2462	16114	1910
2463	16120	1903
2464	16127	1897
2465	16133	1890
2466	16139	1884
2467	16146	1877
2468	16153	1871
2469	16160	1864
2470	16166	1858
2471	16173	1851
2472	16180	1845
2473	16187	1838
2474	16194	1832
2475	16200	1825
2476	16207	1818
2477	16213	1812
2478	16220	1805
2479	16226	1799
2480	16232	1792
2481	16238	1786
2482	16245	1779
2483	16251	1773
2484	16258	1766
2485	16264	1759
2486	16271	1753
2487	16277	1746
2488	16284	1740
2489	16291	1733
2490	16297	1727
2491	16304	1720
2492	16310	1714
2493	16317	1707
2494	16324	1701
2495	16330	1694
2496	16337	1688
2497	16343	1681
2498	16350	1674
2499	16356	1668
2500	16363	1661
2501	16370	1655
2502	16376	1648
2503	16383	1642
2504	16389	1635
2505	16396	1629
2506	16402	1622
2507	16409	1616
2508	16415	1609
2509	16422	1602
2510	16428	1596
2511	16435	1589
2512	16442	1583
2513	16448	1576
2514	16455	1570
2515	16461	1563
2516	16468	1557
2517	16474	1550
2518	16481	1544
2519	16488	1537
2520	16494	1531
2521	16501	1524
2522	16507	1517
2523	16514	1511
2524	16521	1504
2525	16528	1498
2526	16534	1491
2527	16540	1485
2528	16547	1478
2529	16554	1472
2530	16560	1465
2531	16567	1459
2532	16573	1452
2533	16580	1446
2534	16587	1439
2535	16593	1432
2536	16600	1426
2537	16606	1419
2538	16612	1413
2539	16619	1406
2540	16626	1400
2541	16633	1393
2542	16639	1387
2543	16646	1380
2544	16653	1374
2545	16659	1367
2546	16666	1361
2547	16672	1354
2548	16679	1347
2549	16686	1341
2550	16692	1334
2551	16699	1328
2552	16705	1321
2553	16712	1315
2554	16719	1308
2555	16725	1302
2556	16732	1295
2557	16738	1289
2558	16744	1282
2559	16751	1275
2560	16758	1269
2561	16764	1262
2562	16771	1256
2563	16777	1249
2564	16784	1243
2565	16790	1236
2566	16797	1230
2567	16804	1223
2568	16811	1217
2569	16817	1210
2570	16823	1204
2571	16830	1197
2572	16836	1190
2573	16843	1184
2574	16849	1177
2575	16855	1171
2576	16862	1164
2577	16869	1158
2578	16876	1151
2579	16882	1145
2580	16889	1138
2581	16896	1132
2582	16902	1125
2583	16908	1118
2584	16914	1112
2585	16921	1105
2586	16927	1099
2587	16933	1092
2588	16940	1086
2589	16947	1079
2590	16953	1073
2591	16960	1066
2592	16967	1060
2593	16973	1053
2594	16980	1046
2595	16986	1040
2596	16993	1033
2597	17000	1027
2598	17006	1020
2599	17013	1014
2600	17019	1007
2601	17026	1001
2602	17032	994
2603	17039	988
2604	17046	981
2605	17053	975
2606	17059	968
2607	17066	961
2608	17072	955
2609	17078	948
2610	17085	942
2611	17091	935
2612	17098	929
2613	17104	922
2614	17110	916
2615	17117	909
2616	17123	902
2617	17130	896
2618	17136	889
2619	17142	883
2620	17149	876
2621	17155	870
2622	17162	863
2623	17169	857
2624	17175	850
2625	17182	844
2626	17188	837
2627	17195	830
2628	17202	824
2629	17208	817
2630	17215	811
2631	17221	804
2632	17228	798
2633	17234	791
2634	17240	785
2635	17247	778
2636	17254	772
2637	17260	765
2638	17267	758
2639	17273	752
2640	17280	745
2641	17287	739
2642	17293	732
2643	17300	726
2644	17307	719
2645	17313	713
2646	17320	706
2647	17327	700
2648	17333	693
2649	17340	687
2650	17346	680
2651	17353	673
2652	17359	667
2653	17366	660
2654	17372	654
2655	17379	647
2656	17385	641
2657	17392	634
2658	17399	628
2659	17405	621
2660	17411	615
2661	17418	608
2662	17425	601
2663	17431	595
2664	17438	588
2665	17445	582
2666	17452	575
2667	17458	569
2668	17465	562
2669	17471	556
2670	17477	549
2671	17484	543
2672	17490	536
2673	17497	530
2674	17503	523
2675	17510	516
2676	17517	510
2677	17523	503
2678	17530	497
2679	17536	490
2680	17543	484
2681	17549	477
2682	17556	471
2683	17563	464
2684	17569	458
2685	17576	451
2686	17583	444
2687	17589	438
2688	17595	431
2689	17601	425
2690	17607	418
2691	17614	412
2692	17620	405
2693	17627	399
2694	17633	392
2695	17640	386
2696	17646	379
2697	17653	372
2698	17659	366
2699	17666	359
2700	17673	353
2701	17679	346
2702	17685	340
2703	17692	333
2704	17698	327
2705	17706	320
2706	17712	314
2707	17719	307
2708	17725	300
2709	17732	294
2710	17738	287
2711	17745	281
2712	17752	274
2713	17758	268
2714	17765	261
2715	17771	255
2716	17778	248
2717	17784	242
2718	17791	235
2719	17798	229
2720	17804	222
2721	17810	215
2722	17817	209
2723	17823	202
2724	17830	196
2725	17836	189
2726	17843	183
2727	17850	176
2728	17856	170
2729	17863	163
2730	17870	157
2731	17876	150
2732	17883	143
2733	17889	137
2734	17896	130
2735	17903	124
2736	17909	117
2737	17916	111
2738	17922	104
2739	17929	98
2740	17935	91
2741	17941	85
2742	17948	78
2743	17954	71
2744	17961	65
2745	17967	58
2746	17974	52
2747	17980	45
2748	17987	39
2749	17994	32
2750	18000	26
2751	18007	19
2752	18014	13
2753	18021	6
2754	18028	0
